StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,0,87.14314270019531,0.0030159950256347656,68.0,85.68144989013672,5,0.0,0.24040778,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,1,87.14314270019531,0.003152608871459961,88.0,85.68144989013672,5,0.0,0.31929883,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,2,86.87419128417969,0.0031697750091552734,94.0,86.22249603271484,9,0.0,0.15329789,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,3,86.87419128417969,0.002510547637939453,118.0,86.22249603271484,9,0.0,0.14636242,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,4,86.61701202392578,0.004873037338256836,134.0,86.05498504638672,15,0.0,0.1903863,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,5,86.61701202392578,0.004808902740478516,144.0,86.05498504638672,15,0.0,0.2502194,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,6,86.5726318359375,0.005072832107543945,186.0,83.55696105957031,15,0.0,0.27195808,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,7,86.40065002441406,0.003000020980834961,250.0,85.37640380859375,23,0.0,0.27704543,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,8,86.0289535522461,0.00527644157409668,430.0,84.95198059082031,55,0.0,0.4646666,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,9,86.0088882446289,0.006604909896850586,550.0,84.97113800048828,31,0.0,1.1019608,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,10,85.84972381591797,0.0059833526611328125,516.0,83.234619140625,47,0.0,1.2468559,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,11,85.84972381591797,0.006999969482421875,632.0,83.234619140625,47,0.0,0.38580656,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,12,85.62022399902344,0.01208806037902832,690.0,76.66055297851562,55,0.0,0.50639313,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,13,85.20528411865234,0.009731292724609375,768.0,84.22505187988281,39,0.0,1.1118286,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,14,83.1114730834961,0.011372089385986328,864.0,82.77462005615234,39,0.0,0.81597793,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,15,82.67686462402344,0.009020090103149414,800.0,81.86270904541016,59,0.0,2.0966592,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,16,76.85279846191406,0.009849309921264648,928.0,76.57398986816406,77,0.0,2.9744203,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,17,76.85279846191406,0.012043476104736328,892.0,76.57398986816406,77,0.0,2.4124637,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,18,76.85279846191406,0.01497650146484375,1084.0,76.57398986816406,77,0.0,3.3343377,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,19,76.85279846191406,0.01302337646484375,1166.0,76.57398986816406,77,0.0,3.5911574,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,20,76.85279846191406,0.016710758209228516,1274.0,76.57398986816406,77,0.0,4.269691,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,21,75.99606323242188,0.018698930740356445,1322.0,74.75424194335938,77,0.0,3.8763976,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,22,75.47676086425781,0.01744866371154785,1322.0,76.31291198730469,65,0.0,5.174421,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,23,75.47676086425781,0.020830392837524414,1400.0,76.31291198730469,65,0.0,5.9005127,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,24,75.47676086425781,0.02099013328552246,1430.0,76.31291198730469,65,0.0,6.948919,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,25,74.4276123046875,0.018286705017089844,1404.0,73.40027618408203,43,0.0,5.8310127,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,26,74.4276123046875,0.013928890228271484,1350.0,73.40027618408203,43,0.0,7.1185126,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,27,69.85597229003906,0.01479029655456543,1438.0,68.97235870361328,129,0.0,6.697156,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,28,65.0215072631836,0.01831793785095215,1550.0,65.27869415283203,145,0.0,8.090964,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,29,65.0215072631836,0.02221059799194336,1912.0,65.27869415283203,145,0.0,9.70526,2
StandardGP,8e9cccd6-3125-11f0-8e8b-cc5ef8d750ac,dataset_1,25,30,62.63416290283203,0.01798224449157715,1652.0,63.464298248291016,109,0.0,10.688656,2
